0,1,2,3,4,5,6,7,8
[0.29666667 0.35333333 0.41333333 0.46666667 0.49       0.49 0.54666667 0.55       0.57       0.6        0.59       0.64      ],[0.32666667 0.37       0.39833333 0.43666667 0.41333333 0.44333333 0.49333333 0.45666667 0.48666667 0.51666667 0.59       0.61166667],"          0
0  1.000000
1  0.666667
2  0.333333
3  0.000000","          0
0  0.000000
1  1.000000
2  0.666667
3  0.666667",0.4,3,0.5,0.15,0.4
[0.30333333 0.34333333 0.36333333 0.46       0.44       0.47333333 0.50333333 0.52333333 0.58       0.56666667 0.57333333 0.61666667],[0.34166667 0.355      0.375      0.375      0.44666667 0.45666667 0.43666667 0.50333333 0.50666667 0.50333333 0.565      0.59      ],"          0
0  0.666667
1  1.000000
2  0.666667
3  0.333333","          0
0  0.000000
1  0.333333
2  0.666667
3  0.333333",0.5,3,0.5,0.15,0.4
[0.33333333 0.37       0.38333333 0.50666667 0.45       0.50666667 0.53333333 0.55666667 0.57666667 0.59666667 0.60333333 0.64666667],[0.34166667 0.36166667 0.36833333 0.415      0.40833333 0.43333333 0.45       0.47333333 0.51666667 0.57833333 0.555      0.535     ],"          0
0  0.333333
1  1.000000
2  0.333333
3  0.000000","          0
0  0.666667
1  1.000000
2  0.666667
3  1.000000",0.1,4,0.5,0.15,0.4
[0.33666667 0.37       0.38333333 0.41333333 0.47       0.46333333 0.44333333 0.56       0.57333333 0.58       0.61       0.60333333],[0.34       0.38833333 0.36333333 0.42166667 0.4        0.445 0.47833333 0.48       0.53833333 0.515      0.55666667 0.50166667],"          0
0  0.333333
1  0.666667
2  0.000000
3  0.333333","          0
0  0.666667
1  1.000000
2  0.333333
3  0.333333",0.2,4,0.5,0.15,0.4
[0.24       0.36666667 0.36666667 0.36666667 0.41333333 0.47666667 0.53       0.48666667 0.55333333 0.56333333 0.58666667 0.58666667],[0.31833333 0.375      0.41333333 0.425      0.41333333 0.43666667 0.43833333 0.49333333 0.52166667 0.51333333 0.58333333 0.55666667],"          0
0  0.666667
1  0.333333
2  1.000000
3  0.333333","          0
0  0.666667
1  0.666667
2  0.666667
3  0.333333",0.3,4,0.5,0.15,0.4
[0.31666667 0.37       0.43333333 0.42333333 0.44666667 0.5 0.49666667 0.56333333 0.58       0.57333333 0.58       0.63      ],[0.34166667 0.35666667 0.385      0.43333333 0.415      0.47333333 0.485      0.48333333 0.52333333 0.55166667 0.56166667 0.60833333],"          0
0  0.666667
1  0.333333
2  0.666667
3  0.000000","          0
0  1.000000
1  0.666667
2  0.333333
3  0.333333",0.4,4,0.5,0.15,0.4
[0.35333333 0.33333333 0.39666667 0.42333333 0.45666667 0.49 0.49333333 0.5        0.58       0.56333333 0.55       0.59666667],[0.35666667 0.37166667 0.40166667 0.38666667 0.4        0.44166667 0.49333333 0.52       0.53333333 0.545      0.555      0.53      ],"          0
0  0.666667
1  0.666667
2  0.666667
3  0.666667","          0
0  0.333333
1  0.666667
2  0.333333
3  1.000000",0.5,4,0.5,0.15,0.4
[0.27       0.42333333 0.37666667 0.44666667 0.44       0.5 0.45       0.51666667 0.56       0.56       0.57333333 0.63      ],[0.32333333 0.365      0.36333333 0.43666667 0.41666667 0.42 0.52       0.505      0.52333333 0.52666667 0.53833333 0.565     ],"          0
0  0.666667
1  0.666667
2  0.666667
3  0.666667","          0
0  0.333333
1  0.666667
2  0.333333
3  0.666667",0.1,5,0.5,0.15,0.4
[0.32333333 0.42666667 0.38333333 0.42333333 0.46333333 0.51666667 0.52666667 0.53333333 0.52666667 0.53666667 0.63333333 0.6       ],[0.32666667 0.37333333 0.40833333 0.44666667 0.45333333 0.44833333 0.49666667 0.505      0.51166667 0.53333333 0.55666667 0.56833333],"          0
0  1.000000
1  0.666667
2  0.333333
3  0.333333","          0
0  0.666667
1  0.666667
2  0.666667
3  0.333333",0.2,5,0.5,0.15,0.4
[0.32333333 0.37333333 0.38666667 0.36666667 0.47       0.49 0.52       0.50333333 0.55333333 0.60666667 0.66666667 0.73666667],[0.325      0.36666667 0.35       0.425      0.39833333 0.45 0.46666667 0.45333333 0.53833333 0.515      0.55666667 0.55666667],"          0
0  0.333333
1  0.666667
2  0.333333
3  0.333333","          0
0  0.333333
1  0.000000
2  1.000000
3  0.666667",0.3,5,0.5,0.15,0.4
[0.37       0.43666667 0.38666667 0.39333333 0.42666667 0.48 0.52333333 0.52       0.54333333 0.58666667 0.61       0.66333333],[0.33       0.41666667 0.415      0.41833333 0.42333333 0.44666667 0.455      0.48       0.515      0.55166667 0.52333333 0.56      ],"          0
0  0.666667
1  0.333333
2  0.666667
3  1.000000","          0
0  0.333333
1  0.666667
2  0.666667
3  0.666667",0.4,5,0.5,0.15,0.4
[0.32666667 0.44333333 0.41333333 0.42333333 0.43333333 0.53 0.47666667 0.49333333 0.50333333 0.55666667 0.64       0.65333333],[0.32333333 0.365      0.40333333 0.425      0.45833333 0.42666667 0.505      0.50166667 0.51666667 0.54166667 0.545      0.57666667],"          0
0  1.000000
1  0.666667
2  0.333333
3  0.000000","          0
0  0.333333
1  0.666667
2  0.666667
3  0.333333",0.5,5,0.5,0.15,0.4
[0.29666667 0.43666667 0.56666667 0.73666667 0.81333333 0.92 0.94333333 0.97666667 0.98666667 0.99       1.         0.99      ],[0.31166667 0.49666667 0.69       0.85333333 0.91333333 0.96666667 0.98       0.99166667 0.98666667 0.99666667 0.99333333 0.995     ],"     0
0  1.0
1  1.0
2  1.0
3  1.0","          0
0  1.000000
1  1.000000
2  1.000000
3  0.666667",0.1,1,0.1,0.2,0.4
[0.35       0.45666667 0.59666667 0.69333333 0.87       0.95666667 0.97333333 0.99       0.98666667 0.99666667 0.99       1.        ],[0.325      0.51333333 0.70166667 0.82333333 0.92166667 0.95166667 0.98666667 0.99666667 0.98833333 0.995      0.995      1.        ],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,1,0.1,0.2,0.4
[0.31333333 0.43       0.59333333 0.7        0.89333333 0.89666667 0.95333333 0.98       0.97666667 0.99666667 1.         1.        ],[0.32166667 0.50666667 0.72833333 0.83666667 0.92833333 0.97 0.99       0.98833333 0.98833333 0.99666667 0.99666667 0.99666667],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,1,0.1,0.2,0.4
[0.34333333 0.37333333 0.56666667 0.73333333 0.84       0.92333333 0.95       0.97666667 0.99       0.99       0.99       1.        ],[0.31333333 0.5        0.70166667 0.835      0.92333333 0.97 0.97833333 0.985      0.98666667 0.99666667 0.99833333 0.99833333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,1,0.1,0.2,0.4
[0.28333333 0.44666667 0.60666667 0.72333333 0.84666667 0.91666667 0.95333333 0.97       0.98333333 0.98       0.99333333 0.99333333],[0.325      0.49333333 0.70666667 0.86       0.93666667 0.965 0.98333333 0.98666667 0.99333333 0.99666667 0.99333333 0.99666667],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,1,0.1,0.2,0.4
[0.37333333 0.43333333 0.54666667 0.72       0.82666667 0.91 0.93333333 0.98666667 0.99       0.99       0.99333333 0.99666667],[0.32666667 0.455      0.705      0.81333333 0.93666667 0.98166667 0.98       0.98666667 0.99333333 0.995      0.99333333 0.99666667],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,2,0.1,0.2,0.4
[0.35       0.44       0.56333333 0.71333333 0.79666667 0.92333333 0.94666667 0.98333333 0.99666667 0.99333333 0.99333333 1.        ],[0.35       0.495      0.69833333 0.83833333 0.91833333 0.95833333 0.98333333 0.98833333 0.99333333 0.99333333 0.99333333 0.99833333],"          0
0  0.666667
1  1.000000
2  0.666667
3  1.000000","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,2,0.1,0.2,0.4
[0.35333333 0.46333333 0.61333333 0.69333333 0.84333333 0.89 0.96333333 0.97666667 0.98666667 0.99666667 0.99666667 0.99333333],[0.32666667 0.5        0.695      0.85       0.925      0.965 0.97166667 0.99666667 0.995      0.99333333 0.995      0.99166667],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,2,0.1,0.2,0.4
[0.35333333 0.41666667 0.54666667 0.73       0.84333333 0.90666667 0.92       0.97666667 0.98333333 1.         0.99666667 0.99666667],[0.31333333 0.505      0.68333333 0.87333333 0.92333333 0.97 0.97333333 0.99166667 0.99166667 0.99833333 0.995      1.        ],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,2,0.1,0.2,0.4
[0.33333333 0.41333333 0.61       0.7        0.86       0.94 0.95666667 0.98333333 0.98666667 0.98666667 0.98       0.99333333],[0.345      0.48666667 0.68666667 0.85       0.90666667 0.97 0.97333333 0.98666667 0.995      0.99166667 0.995      0.99833333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,2,0.1,0.2,0.4
[0.35666667 0.43333333 0.58333333 0.69333333 0.84666667 0.94 0.94666667 0.95666667 0.97333333 0.98333333 0.99666667 1.        ],[0.32833333 0.54166667 0.71666667 0.85666667 0.92166667 0.96666667 0.98833333 0.985      0.99333333 0.995      1.         1.        ],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,3,0.1,0.2,0.4
[0.32333333 0.41666667 0.57666667 0.71666667 0.83       0.93 0.96333333 0.99       0.99333333 0.99333333 1.         0.99333333],[0.35666667 0.51       0.72666667 0.84833333 0.92333333 0.96166667 0.99       0.99166667 0.99166667 0.99666667 0.99833333 0.99333333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,3,0.1,0.2,0.4
[0.30333333 0.46       0.63333333 0.74666667 0.89       0.92 0.95666667 0.98333333 0.98666667 1.         1.         0.99333333],[0.32833333 0.52333333 0.67166667 0.84833333 0.91666667 0.96333333 0.975      0.99       0.995      0.99666667 0.99833333 0.99666667],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,3,0.1,0.2,0.4
[0.32333333 0.4        0.58       0.72333333 0.83333333 0.91333333 0.96333333 0.96333333 0.98666667 0.99       0.98666667 0.99666667],[0.325      0.51166667 0.70333333 0.87333333 0.915      0.96 0.98333333 0.98833333 0.99333333 0.995      0.99333333 0.995     ],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,3,0.1,0.2,0.4
[0.33666667 0.47333333 0.56       0.72       0.85666667 0.91666667 0.95333333 0.98333333 0.98666667 0.99333333 0.99666667 0.99      ],[0.32666667 0.49833333 0.68833333 0.84166667 0.91333333 0.975 0.97166667 0.99       0.99166667 0.99666667 0.995      0.99666667],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,3,0.1,0.2,0.4
[0.28666667 0.45333333 0.58       0.70333333 0.83333333 0.92 0.97666667 0.98333333 0.99       0.99       0.99       1.        ],[0.31666667 0.47833333 0.71333333 0.835      0.945      0.96666667 0.975      0.99       0.99       0.995      0.99333333 1.        ],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,4,0.1,0.2,0.4
[0.34333333 0.42333333 0.59666667 0.74       0.84       0.93333333 0.96       0.99       0.99       0.99333333 1.         0.99666667],[0.32       0.545      0.68       0.82666667 0.945      0.95333333 0.98666667 0.99333333 0.995      0.99333333 0.995      0.99666667],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,4,0.1,0.2,0.4
[0.33666667 0.41666667 0.59       0.74       0.86333333 0.92 0.93       0.96333333 0.99       0.98666667 0.98333333 0.99666667],[0.33666667 0.495      0.715      0.825      0.93166667 0.96166667 0.975      0.98833333 0.99       0.995      0.99666667 0.995     ],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,4,0.1,0.2,0.4
[0.30666667 0.40333333 0.54       0.73333333 0.85666667 0.95666667 0.95333333 0.96666667 0.97666667 1.         0.99333333 0.98666667],[0.36       0.52833333 0.695      0.83166667 0.92       0.94833333 0.98666667 0.98666667 0.99166667 0.995      0.99333333 1.        ],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,4,0.1,0.2,0.4
[0.29333333 0.39333333 0.55666667 0.74666667 0.83       0.93666667 0.94333333 0.97       0.99666667 0.98666667 0.99333333 0.99666667],[0.35833333 0.51       0.725      0.83333333 0.945      0.96333333 0.98333333 0.99166667 0.995      0.99666667 0.99666667 0.99833333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,4,0.1,0.2,0.4
[0.34333333 0.48333333 0.55       0.65       0.84666667 0.90333333 0.96666667 0.98       0.99666667 0.98666667 0.99666667 1.        ],[0.29833333 0.485      0.68166667 0.86166667 0.91166667 0.94333333 0.975      0.99333333 0.99       0.99666667 0.99833333 0.99333333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,5,0.1,0.2,0.4
[0.31666667 0.44       0.54666667 0.68       0.85666667 0.92333333 0.93       0.98333333 0.98333333 0.98333333 0.99666667 1.        ],[0.355      0.51833333 0.72       0.855      0.93666667 0.96666667 0.99       0.99       0.99       0.995      0.995      0.995     ],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,5,0.1,0.2,0.4
[0.34666667 0.41666667 0.56666667 0.69       0.82666667 0.94 0.96333333 0.97666667 0.98333333 0.99       0.99333333 0.99666667],[0.34833333 0.5        0.705      0.84666667 0.915      0.96 0.975      0.99166667 0.99333333 0.99333333 0.99833333 1.        ],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,5,0.1,0.2,0.4
[0.35333333 0.45333333 0.59333333 0.72666667 0.83666667 0.90666667 0.94666667 0.95666667 0.98666667 0.98333333 0.99       0.99333333],[0.32666667 0.49833333 0.71       0.83       0.93833333 0.95166667 0.97833333 0.98833333 0.99       0.995      0.99833333 0.99833333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,5,0.1,0.2,0.4
[0.34       0.44666667 0.55666667 0.68666667 0.86333333 0.92333333 0.97       0.97333333 0.97       0.98666667 0.98666667 1.        ],[0.33333333 0.50333333 0.725      0.84333333 0.90333333 0.96666667 0.985      0.99       0.99333333 0.995      0.995      0.99833333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,5,0.1,0.2,0.4
[0.32       0.43666667 0.47       0.56333333 0.57       0.65333333 0.76666667 0.84       0.84666667 0.88666667 0.91       0.92666667],[0.30833333 0.38166667 0.47666667 0.59333333 0.655      0.77833333 0.79166667 0.87       0.92166667 0.92333333 0.92666667 0.94      ],"          0
0  1.000000
1  0.666667
2  1.000000
3  0.666667","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,1,0.2,0.2,0.4
[0.33       0.41       0.43       0.54333333 0.56333333 0.67666667 0.74333333 0.79333333 0.84333333 0.87333333 0.88666667 0.91666667],[0.34166667 0.4        0.52833333 0.61166667 0.72       0.78166667 0.81833333 0.88333333 0.89       0.905      0.92       0.93333333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,1,0.2,0.2,0.4
[0.32333333 0.38333333 0.45666667 0.50666667 0.62666667 0.73 0.76       0.82       0.83666667 0.85666667 0.88666667 0.92      ],[0.32833333 0.40333333 0.52166667 0.59833333 0.695      0.77333333 0.82166667 0.90666667 0.89833333 0.90166667 0.925      0.92333333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,1,0.2,0.2,0.4
[0.32333333 0.38333333 0.47666667 0.51666667 0.63       0.72333333 0.74666667 0.84666667 0.86       0.86333333 0.89666667 0.97      ],[0.355      0.44833333 0.57       0.65833333 0.69666667 0.77 0.80666667 0.88333333 0.88666667 0.915      0.915      0.95833333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,1,0.2,0.2,0.4
[0.31666667 0.41333333 0.47333333 0.55666667 0.67333333 0.72333333 0.74       0.76       0.82333333 0.86333333 0.89333333 0.89      ],[0.33833333 0.45166667 0.52666667 0.60333333 0.67666667 0.74833333 0.825      0.85666667 0.87166667 0.91       0.93666667 0.945     ],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,1,0.2,0.2,0.4
[0.33333333 0.39666667 0.5        0.53333333 0.6        0.72 0.75333333 0.82666667 0.83       0.84666667 0.90333333 0.92      ],[0.335      0.41166667 0.50166667 0.59       0.695      0.765 0.835      0.85666667 0.89333333 0.92333333 0.92333333 0.94833333],"          0
0  1.000000
1  0.666667
2  1.000000
3  1.000000","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,2,0.2,0.2,0.4
[0.35666667 0.39333333 0.47666667 0.54       0.59666667 0.68 0.73       0.8        0.89666667 0.90333333 0.91333333 0.9       ],[0.36333333 0.41666667 0.52166667 0.62666667 0.7        0.73333333 0.815      0.865      0.88333333 0.93333333 0.93       0.93666667],"          0
0  1.000000
1  0.666667
2  1.000000
3  1.000000","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,2,0.2,0.2,0.4
[0.32333333 0.39333333 0.46333333 0.56       0.63333333 0.64333333 0.74333333 0.81333333 0.81333333 0.89666667 0.91333333 0.91      ],[0.31166667 0.40166667 0.53333333 0.61166667 0.68833333 0.78 0.82666667 0.835      0.89666667 0.92166667 0.92166667 0.945     ],"          0
0  1.000000
1  1.000000
2  1.000000
3  0.666667","          0
0  1.000000
1  0.666667
2  1.000000
3  1.000000",0.3,2,0.2,0.2,0.4
[0.31333333 0.38       0.47       0.50666667 0.58333333 0.66333333 0.75       0.84333333 0.88       0.91333333 0.87666667 0.92666667],[0.34333333 0.43       0.51166667 0.62166667 0.68666667 0.77333333 0.81       0.89       0.92166667 0.91333333 0.93166667 0.92833333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,2,0.2,0.2,0.4
[0.31333333 0.41       0.46       0.47       0.55333333 0.7 0.75333333 0.80666667 0.85333333 0.87333333 0.90666667 0.91666667],[0.34333333 0.455      0.535      0.64333333 0.69833333 0.775 0.82333333 0.855      0.905      0.91666667 0.92       0.955     ],"          0
0  1.000000
1  0.666667
2  1.000000
3  1.000000","          0
0  1.000000
1  1.000000
2  0.666667
3  0.666667",0.5,2,0.2,0.2,0.4
[0.30333333 0.39666667 0.43666667 0.50333333 0.56666667 0.63 0.74333333 0.83333333 0.84333333 0.87666667 0.92333333 0.92666667],[0.34166667 0.43166667 0.525      0.605      0.67833333 0.78666667 0.81666667 0.87833333 0.9        0.93166667 0.93       0.94333333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,3,0.2,0.2,0.4
[0.35666667 0.41       0.46666667 0.47333333 0.64       0.70333333 0.75333333 0.82       0.86       0.88333333 0.89666667 0.93      ],[0.32666667 0.43333333 0.555      0.61333333 0.69666667 0.79666667 0.81666667 0.85333333 0.89333333 0.91833333 0.93166667 0.94833333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,3,0.2,0.2,0.4
[0.34       0.38333333 0.47333333 0.54       0.63666667 0.73666667 0.71666667 0.8        0.86       0.89666667 0.92       0.90666667],[0.33166667 0.425      0.55       0.60666667 0.685      0.78666667 0.83666667 0.88       0.89333333 0.92166667 0.915      0.94666667],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,3,0.2,0.2,0.4
[0.34666667 0.42333333 0.49       0.52666667 0.68666667 0.70666667 0.71333333 0.81666667 0.85333333 0.9        0.9        0.92333333],[0.295      0.39833333 0.485      0.6        0.67       0.78666667 0.83833333 0.86333333 0.87666667 0.90833333 0.93166667 0.92333333],"          0
0  0.666667
1  0.333333
2  0.333333
3  0.333333","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.4,3,0.2,0.2,0.4
[0.28       0.39       0.46333333 0.52666667 0.62       0.67333333 0.79       0.82       0.85333333 0.89333333 0.87666667 0.9       ],[0.33666667 0.44       0.54       0.645      0.685      0.77666667 0.83833333 0.85       0.87333333 0.92       0.915      0.93      ],"          0
0  1.000000
1  1.000000
2  1.000000
3  0.666667","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,3,0.2,0.2,0.4
[0.34       0.44333333 0.45666667 0.54       0.6        0.71333333 0.74333333 0.83333333 0.86666667 0.89666667 0.92       0.92333333],[0.33166667 0.39       0.55833333 0.63666667 0.685      0.79166667 0.81666667 0.82833333 0.90666667 0.93       0.93166667 0.94      ],"          0
0  0.666667
1  1.000000
2  1.000000
3  0.666667","          0
0  0.666667
1  1.000000
2  1.000000
3  1.000000",0.1,4,0.2,0.2,0.4
[0.31       0.40333333 0.46666667 0.52       0.66333333 0.69 0.77666667 0.8        0.86       0.87333333 0.90666667 0.94666667],[0.30833333 0.45       0.52666667 0.58166667 0.67666667 0.76666667 0.83833333 0.86833333 0.90833333 0.90166667 0.94833333 0.935     ],"          0
0  1.000000
1  1.000000
2  1.000000
3  0.666667","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.2,4,0.2,0.2,0.4
[0.31       0.42666667 0.46       0.55       0.71666667 0.67666667 0.76333333 0.84666667 0.85666667 0.90333333 0.92       0.94      ],[0.32666667 0.44166667 0.50166667 0.63166667 0.72333333 0.74666667 0.795      0.85666667 0.89166667 0.91166667 0.93166667 0.945     ],"          0
0  1.000000
1  1.000000
2  0.666667
3  0.666667","          0
0  1.000000
1  1.000000
2  0.666667
3  1.000000",0.3,4,0.2,0.2,0.4
[0.29333333 0.33       0.46333333 0.52666667 0.62666667 0.73 0.73666667 0.8        0.86333333 0.87333333 0.92333333 0.92333333],[0.34333333 0.42333333 0.53333333 0.63333333 0.70166667 0.77833333 0.81       0.84333333 0.89       0.915      0.91833333 0.94166667],"          0
0  0.666667
1  0.666667
2  1.000000
3  1.000000","          0
0  1.000000
1  1.000000
2  1.000000
3  0.666667",0.4,4,0.2,0.2,0.4
[0.34333333 0.39333333 0.47333333 0.56       0.62666667 0.73333333 0.76       0.80666667 0.85       0.87333333 0.88333333 0.94333333],[0.315      0.44833333 0.52666667 0.61833333 0.68666667 0.76833333 0.84       0.85666667 0.895      0.91833333 0.91833333 0.93833333],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,4,0.2,0.2,0.4
[0.32333333 0.41666667 0.47666667 0.54       0.64333333 0.66333333 0.76333333 0.82333333 0.85333333 0.90666667 0.89       0.93333333],[0.29       0.435      0.5        0.635      0.7        0.76833333 0.83333333 0.89333333 0.92833333 0.9        0.92333333 0.945     ],"     0
0  1.0
1  1.0
2  1.0
3  1.0","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.1,5,0.2,0.2,0.4
[0.31       0.42666667 0.47666667 0.5        0.69       0.67 0.79       0.84666667 0.87666667 0.91333333 0.91       0.93333333],[0.34166667 0.415      0.53166667 0.62666667 0.69666667 0.77333333 0.80666667 0.82833333 0.9        0.90666667 0.93333333 0.94      ],"          0
0  1.000000
1  1.000000
2  1.000000
3  0.666667","          0
0  0.666667
1  1.000000
2  1.000000
3  0.666667",0.2,5,0.2,0.2,0.4
[0.33       0.41       0.43333333 0.59333333 0.63       0.69333333 0.82       0.81       0.85333333 0.90666667 0.88333333 0.87666667],[0.33166667 0.42       0.535      0.56833333 0.65       0.78166667 0.79833333 0.84833333 0.88       0.90833333 0.90833333 0.93666667],"          0
0  1.000000
1  1.000000
2  0.666667
3  1.000000","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.3,5,0.2,0.2,0.4
[0.30333333 0.45       0.44333333 0.49333333 0.60666667 0.70333333 0.78666667 0.8        0.83333333 0.86       0.89       0.91666667],[0.31166667 0.41833333 0.56833333 0.62       0.665      0.75 0.80666667 0.875      0.86833333 0.89666667 0.94333333 0.92166667],"     0
0  1.0
1  1.0
2  1.0
3  1.0","          0
0  0.666667
1  0.666667
2  1.000000
3  1.000000",0.4,5,0.2,0.2,0.4
[0.29       0.38333333 0.45666667 0.58       0.61       0.76 0.76666667 0.78333333 0.86333333 0.88666667 0.92       0.90333333],[0.31833333 0.45       0.52166667 0.64       0.68666667 0.77333333 0.82166667 0.88       0.895      0.92333333 0.92166667 0.94333333],"          0
0  0.666667
1  1.000000
2  1.000000
3  1.000000","     0
0  1.0
1  1.0
2  1.0
3  1.0",0.5,5,0.2,0.2,0.4
[0.31666667 0.38333333 0.41       0.46333333 0.53       0.58333333 0.64666667 0.67       0.74666667 0.76666667 0.78       0.79      ],[0.32       0.39       0.43666667 0.52       0.54833333 0.60666667 0.68833333 0.71333333 0.74       0.76333333 0.8        0.83833333],"          0
0  0.333333
1  1.000000
2  0.666667
3  0.333333","          0
0  0.666667
1  0.666667
2  0.666667
3  0.666667",0.1,1,0.3,0.2,0.4
[0.29       0.36       0.45333333 0.45666667 0.53333333 0.58 0.60333333 0.67       0.64       0.73666667 0.77333333 0.83333333],[0.35166667 0.40333333 0.45833333 0.485      0.58833333 0.59833333 0.68333333 0.735      0.77666667 0.79166667 0.83       0.82666667],"          0
0  0.666667
1  0.666667
2  1.000000
3  0.666667","          0
0  0.666667
1  0.666667
2  1.000000
3  1.000000",0.2,1,0.3,0.2,0.4
[0.34666667 0.40333333 0.42       0.47333333 0.56333333 0.61333333 0.63666667 0.71666667 0.69666667 0.73       0.78       0.78333333],[0.30666667 0.36166667 0.47666667 0.52833333 0.55333333 0.615 0.63666667 0.72       0.74833333 0.78       0.81166667 0.83833333],"          0
0  1.000000
1  1.000000
2  1.000000
3  0.666667","          0
0  0.666667
1  1.000000
2  1.000000
3  0.666667",0.3,1,0.3,0.2,0.4
[0.35       0.36       0.44666667 0.47333333 0.53       0.64333333 0.65333333 0.64666667 0.68666667 0.76333333 0.77333333 0.79666667],[0.36       0.41666667 0.46666667 0.52833333 0.585      0.59833333 0.71       0.71666667 0.75333333 0.79       0.80333333 0.82333333],"          0
0  0.666667
1  0.666667
2  0.666667
3  1.000000","          0
0  0.666667
1  1.000000
2  1.000000
3  0.666667",0.4,1,0.3,0.2,0.4
[0.34333333 0.41       0.43       0.45666667 0.53       0.60333333 0.6        0.65333333 0.67333333 0.76333333 0.76       0.73      ],[0.35       0.42166667 0.45333333 0.51333333 0.535      0.62666667 0.68       0.72       0.73166667 0.77166667 0.825      0.84166667],"          0
0  0.666667
1  0.000000
2  0.666667
3  0.000000","          0
0  0.666667
1  1.000000
2  1.000000
3  0.666667",0.5,1,0.3,0.2,0.4
